node: 46978
,events,192
,frequencies,1.0
node: 65189
,events,233
,frequencies,1.0
node: 44894
,events,212
,frequencies,1.0
node: 66786
,events,305
,frequencies,1.0
node: 46491
,events,8,284
,frequencies,1.0,1.0
node: 48088
,events,44
,frequencies,1.0
node: 49075
,events,163
,frequencies,1.0
node: 57437
,events,242
,frequencies,1.0
node: 61008
,events,104
,frequencies,1.0
node: 53256
,events,279,9
,frequencies,1.0,1.0
node: 58424
,events,195
,frequencies,1.0
node: 54853
,events,279
,frequencies,1.0
node: 61618
,events,260
,frequencies,1.0
node: 68383
,events,4,117
,frequencies,1.0,1.0
node: 54243
,events,280
,frequencies,1.0
node: 52269
,events,321
,frequencies,1.0
node: 57060
,events,233
,frequencies,1.0
node: 46114
,events,8,335
,frequencies,1.0,1.0
node: 44517
,events,95
,frequencies,1.0
node: 45504
,events,103
,frequencies,1.0
node: 68993
,events,278
,frequencies,1.0
node: 63215
,events,278,8
,frequencies,1.0,1.0
node: 47101
,events,246
,frequencies,1.0
node: 64812
,events,270
,frequencies,1.0
node: 55463
,events,186
,frequencies,1.0
node: 62228
,events,17
,frequencies,1.0
node: 73174
,events,9,318
,frequencies,1.0,1.0
node: 59644
,events,195
,frequencies,1.0
node: 70590
,events,329,361,362,363
,frequencies,1.0,1.0,1.0,1.0
node: 67396
,events,279
,frequencies,1.0
node: 63825
,events,258
,frequencies,1.0
node: 66409
,events,4,327
,frequencies,1.0,1.0
node: 71577
,events,196
,frequencies,1.0
node: 53866
,events,328
,frequencies,1.0
node: 68006
,events,249
,frequencies,1.0
node: 58047
,events,8,284
,frequencies,1.0,1.0
node: 45127
,events,89
,frequencies,1.0
node: 46724
,events,357,361,362,363
,frequencies,1.0,1.0,1.0,1.0
node: 53489
,events,279
,frequencies,1.0
node: 69603
,events,8,28
,frequencies,1.0,1.0
node: 47711
,events,28
,frequencies,1.0
node: 71200
,events,353
,frequencies,1.0
node: 68616
,events,164,8
,frequencies,1.0,1.0
node: 72797
,events,347
,frequencies,1.0
node: 57670
,events,110
,frequencies,1.0
node: 51892
,events,117,8
,frequencies,1.0,1.0
node: 58657
,events,269
,frequencies,1.0
node: 67019
,events,289
,frequencies,1.0
node: 50905
,events,96,8
,frequencies,1.0,1.0
node: 56073
,events,166
,frequencies,1.0
node: 49308
,events,217
,frequencies,1.0
node: 66032
,events,329
,frequencies,1.0
node: 64435
,events,284
,frequencies,1.0
node: 61851
,events,0,1,2,195
,frequencies,1.0,1.0,1.0,1.0
node: 60254
,events,358
,frequencies,1.0
node: 70213
,events,333
,frequencies,1.0
node: 45737
,events,301
,frequencies,1.0
node: 51515
,events,279,8
,frequencies,1.0,1.0
node: 56683
,events,4,279,11,12
,frequencies,1.0,1.0,1.0,1.0
node: 53112
,events,0,16,11,269
,frequencies,1.0,1.0,1.0,1.0
node: 58280
,events,0,16,1,2,3,11,237
,frequencies,1.0,1.0,1.0,1.0,1.0,1.0,1.0
node: 46957
,events,4,10,347,12
,frequencies,1.0,1.0,1.0,1.0
node: 54942
,events,0,1,2,3,229,11,12
,frequencies,1.0,1.0,1.0,1.0,1.0,1.0,1.0
node: 53955
,events,17
,frequencies,1.0
node: 59733
,events,0,282,11,12
,frequencies,1.0,1.0,1.0,1.0
node: 47800
,events,0,1,17,2,3,11,12
,frequencies,1.0,1.0,1.0,1.0,1.0,1.0,1.0
node: 67108
,events,17
,frequencies,1.0
node: 50994
,events,342
,frequencies,1.0
node: 54565
,events,240
,frequencies,1.0
node: 60343
,events,167
,frequencies,1.0
node: 62927
,events,117,9
,frequencies,1.0,1.0
node: 68095
,events,17
,frequencies,1.0
node: 65511
,events,115
,frequencies,1.0
node: 71289
,events,279
,frequencies,1.0
node: 72276
,events,242
,frequencies,1.0
node: 72886
,events,233
,frequencies,1.0
node: 58746
,events,89
,frequencies,1.0
node: 64524
,events,95
,frequencies,1.0
node: 51981
,events,249
,frequencies,1.0
node: 49397
,events,208
,frequencies,1.0
node: 50384
,events,155
,frequencies,1.0
node: 61330
,events,341
,frequencies,1.0
node: 68705
,events,78
,frequencies,1.0
node: 55175
,events,277
,frequencies,1.0
node: 48410
,events,342
,frequencies,1.0
node: 69692
,events,244
,frequencies,1.0
node: 46436
,events,296
,frequencies,1.0
node: 49020
,events,284
,frequencies,1.0
node: 67718
,events,325
,frequencies,1.0
node: 44839
,events,342
,frequencies,1.0
node: 50007
,events,356,361,362,363
,frequencies,1.0,1.0,1.0,1.0
node: 51604
,events,164
,frequencies,1.0
node: 57382
,events,17
,frequencies,1.0
node: 54188
,events,17
,frequencies,1.0
node: 71899
,events,289
,frequencies,1.0
node: 47423
,events,17
,frequencies,1.0
node: 65134
,events,219
,frequencies,1.0
node: 70912
,events,49,361,362,363
,frequencies,1.0,1.0,1.0,1.0
node: 58369
,events,313
,frequencies,1.0
node: 63537
,events,117,8
,frequencies,1.0,1.0
node: 59966
,events,354,8
,frequencies,1.0,1.0
node: 52591
,events,245
,frequencies,1.0
node: 64147
,events,17,8
,frequencies,1.0,1.0
node: 59356
,events,17
,frequencies,1.0
node: 70302
,events,239
,frequencies,1.0
node: 60953
,events,195
,frequencies,1.0
node: 62550
,events,9,233
,frequencies,1.0,1.0
node: 53201
,events,233
,frequencies,1.0
node: 63160
,events,17
,frequencies,1.0
node: 52214
,events,28
,frequencies,1.0
node: 44462
,events,17,9
,frequencies,1.0,1.0
node: 49630
,events,17,8
,frequencies,1.0,1.0
node: 45449
,events,229
,frequencies,1.0
node: 55408
,events,285
,frequencies,1.0
node: 50617
,events,8,312
,frequencies,1.0,1.0
node: 48033
,events,258
,frequencies,1.0
node: 60576
,events,102,8
,frequencies,1.0,1.0
node: 56395
,events,279
,frequencies,1.0
node: 58979
,events,233
,frequencies,1.0
node: 69925
,events,272
,frequencies,1.0
node: 64757
,events,194
,frequencies,1.0
node: 53811
,events,196
,frequencies,1.0
node: 68938
,events,17
,frequencies,1.0
node: 62173
,events,177
,frequencies,1.0
node: 65744
,events,9,203
,frequencies,1.0,1.0
node: 72509
,events,275
,frequencies,1.0
node: 57992
,events,102,361,362,363
,frequencies,1.0,1.0,1.0,1.0
node: 51227
,events,228
